Date MM/DD/YYYY,Station,mean
2018-07-31,36.0,3.04
2018-08-31,36.0,3.65
2018-09-30,36.0,4.8
2018-10-31,36.0,3.7833333333333337
2018-11-30,36.0,2.533333333333333
2018-12-31,36.0,3.7299999999999995
2018-01-31,649.0,1.708333333333333
2018-02-28,649.0,2.572727272727273
2018-03-31,649.0,5.125000000000001
2018-04-30,649.0,2.0454545454545454
2018-05-31,649.0,4.754545454545455
2018-06-30,649.0,3.5
2018-07-31,649.0,3.4636363636363643
2018-08-31,649.0,4.136363636363637
2018-09-30,649.0,2.0454545454545454
2018-10-31,649.0,2.1363636363636362
2018-11-30,649.0,
2018-12-31,649.0,1.05
2018-01-31,657.0,3.0545454545454547
2018-02-28,657.0,2.188888888888889
2018-03-31,657.0,1.4000000000000001
2018-04-30,657.0,2.2800000000000002
2018-05-31,657.0,2.011111111111111
2018-06-30,657.0,1.5111111111111113
2018-07-31,657.0,2.4555555555555557
2018-08-31,657.0,1.8333333333333333
2018-09-30,657.0,1.4777777777777776
2018-10-31,657.0,1.5800000000000003
2018-11-30,657.0,
2018-12-31,657.0,0.8600000000000001
